Name, Target, Anger, Disgust, Fear, Joy, Sadness, Analytical, Confident, Tentative, Openness, Conscientiousness, Extraversion, Agreeableness, Emotional Range
19_1.txt, neg, 0.777778, 0.387591, 0.028367, 0.031164, 0.200219, 0.093, 0.0, 0.907, 0.185, 0.014, 0.86, 0.569, 0.896
1_3.txt, neg, 0.494168, 0.211373, 0.625988, 0.018292, 0.05953, 0.283, 0.0, 0.926, 0.317, 0.099, 0.772, 0.59, 0.89
20_1.txt, neg, 0.258414, 0.712962, 0.315444, 0.017825, 0.136031, 0.793, 0.865, 0.0, 0.646, 0.033, 0.796, 0.196, 0.828
21_1.txt, neg, 0.610354, 0.251528, 0.268099, 0.031068, 0.246798, 0.565, 0.0, 0.708, 0.168, 0.028, 0.422, 0.561, 0.963
22_3.txt, neg, 0.606651, 0.230714, 0.315262, 0.041064, 0.050987, 0.866, 0.0, 0.808, 0.567, 0.129, 0.583, 0.275, 0.553
23_4.txt, neg, 0.71135, 0.397271, 0.02543, 0.027125, 0.032222, 0.0, 0.063, 0.0, 0.077, 0.09, 0.973, 0.796, 0.64
24_4.txt, neg, 0.854527, 0.154053, 0.544613, 0.031957, 0.043605, 0.779, 0.707, 0.0, 0.579, 0.055, 0.705, 0.311, 0.759
25_3.txt, neg, 0.368278, 0.496744, 0.281674, 0.062387, 0.260681, 0.416, 0.0, 0.224, 0.594, 0.114, 0.524, 0.321, 0.705
26_3.txt, neg, 0.13511, 0.353327, 0.153953, 0.223004, 0.167741, 0.773, 0.674, 0.0, 0.954, 0.543, 0.253, 0.127, 0.384
27_4.txt, neg, 0.20995, 0.248883, 0.178658, 0.083119, 0.271681, 0.482, 0.0, 0.775, 0.136, 0.025, 0.818, 0.839, 0.895
28_3.txt, neg, 0.350907, 0.326544, 0.046958, 0.040637, 0.085458, 0.0, 0.331, 0.0, 0.603, 0.53, 0.694, 0.596, 0.261
29_3.txt, neg, 0.877701, 0.312067, 0.066546, 0.038702, 0.2515, 0.567, 0.0, 0.037, 0.599, 0.404, 0.736, 0.563, 0.362
2_3.txt, neg, 0.736681, 0.300241, 0.19867, 0.035025, 0.376633, 0.059, 0.0, 0.713, 0.444, 0.319, 0.61, 0.647, 0.53
30_4.txt, neg, 0.32235, 0.183032, 0.049945, 0.130763, 0.210208, 0.549, 0.0, 0.455, 0.574, 0.094, 0.814, 0.485, 0.723
31_4.txt, neg, 0.334374, 0.085477, 0.338075, 0.0338, 0.218945, 0.151, 0.07, 0.0, 0.295, 0.125, 0.686, 0.692, 0.85
32_3.txt, neg, 0.889838, 0.486622, 0.351208, 0.01854, 0.34883, 0.844, 0.0, 0.825, 0.573, 0.028, 0.82, 0.378, 0.888
33_3.txt, neg, 0.875858, 0.352303, 0.062123, 0.020908, 0.179434, 0.955, 0.0, 0.757, 0.679, 0.135, 0.447, 0.244, 0.817
34_1.txt, neg, 0.948535, 0.5026, 0.464362, 0.042179, 0.04852, 0.605, 0.0, 0.456, 0.371, 0.054, 0.576, 0.245, 0.857
35_1.txt, neg, 0.339731, 0.20013, 0.044979, 0.187087, 0.266844, 0.844, 0.0, 0.877, 0.464, 0.189, 0.471, 0.34, 0.827
36_3.txt, neg, 0.46742, 0.475636, 0.709924, 0.016023, 0.199296, 0.276, 0.922, 0.0, 0.727, 0.049, 0.53, 0.172, 0.921
37_1.txt, neg, 0.857402, 0.493129, 0.508484, 0.017745, 0.154033, 0.726, 0.0, 0.958, 0.226, 0.033, 0.252, 0.42, 0.966
38_1.txt, neg, 0.565412, 0.744308, 0.452295, 0.020836, 0.484213, 0.937, 0.0, 0.907, 0.614, 0.047, 0.273, 0.242, 0.895
39_3.txt, neg, 0.980083, 0.489154, 0.846095, 0.029263, 0.085699, 0.246, 0.0, 0.482, 0.527, 0.08, 0.607, 0.295, 0.785
3_4.txt, neg, 0.264492, 0.188742, 0.376438, 0.114904, 0.400765, 0.068, 0.0, 0.767, 0.441, 0.339, 0.613, 0.615, 0.551
40_4.txt, neg, 0.489101, 0.561087, 0.670091, 0.026689, 0.110487, 0.497, 0.0, 0.245, 0.737, 0.319, 0.297, 0.245, 0.78
41_4.txt, neg, 0.977088, 0.341755, 0.960041, 0.035379, 0.042174, 0.402, 0.0, 0.798, 0.665, 0.224, 0.629, 0.373, 0.677
42_4.txt, neg, 0.673985, 0.486831, 0.506144, 0.023499, 0.066994, 0.26, 0.296, 0.0, 0.535, 0.047, 0.761, 0.299, 0.806
43_1.txt, neg, 0.773862, 0.192015, 0.547056, 0.0196, 0.328555, 0.822, 0.774, 0.0, 0.426, 0.009, 0.77, 0.091, 0.965
44_4.txt, neg, 0.386129, 0.581846, 0.490239, 0.019003, 0.495147, 0.858, 0.0, 0.911, 0.257, 0.026, 0.642, 0.528, 0.933
45_2.txt, neg, 0.675355, 0.260771, 0.151971, 0.031938, 0.217892, 0.0, 0.0, 0.913, 0.484, 0.036, 0.566, 0.372, 0.907
46_2.txt, neg, 0.976144, 0.215808, 0.728864, 0.02178, 0.04237, 0.664, 0.0, 0.523, 0.83, 0.145, 0.245, 0.135, 0.868
47_2.txt, neg, 0.510762, 0.295963, 0.129373, 0.051231, 0.320887, 0.726, 0.0, 0.173, 0.484, 0.376, 0.542, 0.603, 0.712
48_4.txt, neg, 0.788815, 0.10763, 0.626936, 0.037551, 0.07703, 0.337, 0.0, 0.932, 0.61, 0.178, 0.263, 0.31, 0.806
49_4.txt, neg, 0.876695, 0.495095, 0.710025, 0.028047, 0.072304, 0.675, 0.0, 0.467, 0.502, 0.086, 0.61, 0.287, 0.851
4_4.txt, neg, 0.498648, 0.638996, 0.531496, 0.086304, 0.123679, 0.816, 0.0, 0.61, 0.589, 0.321, 0.447, 0.541, 0.496
50_3.txt, neg, 0.513727, 0.152015, 0.332449, 0.029938, 0.212358, 0.0, 0.0, 0.935, 0.258, 0.038, 0.568, 0.457, 0.953
51_4.txt, neg, 0.699525, 0.223735, 0.288275, 0.047089, 0.041165, 0.383, 0.155, 0.0, 0.546, 0.145, 0.863, 0.592, 0.638
52_4.txt, neg, 0.770366, 0.491971, 0.367702, 0.023125, 0.070563, 0.0, 0.0, 0.258, 0.664, 0.096, 0.693, 0.212, 0.604
53_4.txt, neg, 0.965079, 0.364157, 0.303574, 0.034558, 0.060458, 0.056, 0.482, 0.0, 0.518, 0.049, 0.674, 0.25, 0.877
54_3.txt, neg, 0.977389, 0.130288, 0.649576, 0.052283, 0.053007, 0.594, 0.0, 0.728, 0.667, 0.214, 0.589, 0.313, 0.673
55_4.txt, neg, 0.549008, 0.184239, 0.447693, 0.02803, 0.270549, 0.627, 0.0, 0.8, 0.696, 0.176, 0.503, 0.245, 0.825
56_3.txt, neg, 0.851521, 0.60996, 0.529714, 0.024573, 0.110259, 0.478, 0.0, 0.554, 0.684, 0.07, 0.532, 0.283, 0.88
57_4.txt, neg, 0.692124, 0.421909, 0.097004, 0.029115, 0.201286, 0.0, 0.0, 0.973, 0.048, 0.016, 0.799, 0.84, 0.955
58_3.txt, neg, 0.9895, 0.427596, 0.77148, 0.032406, 0.054601, 0.528, 0.0, 0.488, 0.685, 0.121, 0.357, 0.136, 0.769
59_3.txt, neg, 0.57583, 0.440008, 0.322997, 0.024707, 0.316258, 0.535, 0.0, 0.923, 0.156, 0.018, 0.62, 0.623, 0.962
5_4.txt, neg, 0.920399, 0.067197, 0.898135, 0.033413, 0.061691, 0.255, 0.0, 0.766, 0.635, 0.22, 0.309, 0.266, 0.816
60_1.txt, neg, 0.923228, 0.496164, 0.381162, 0.029929, 0.061732, 0.005, 0.0, 0.811, 0.422, 0.128, 0.763, 0.452, 0.562
61_1.txt, neg, 0.240564, 0.141868, 0.424307, 0.215031, 0.181208, 0.349, 0.0, 0.956, 0.354, 0.353, 0.918, 0.936, 0.54
62_2.txt, neg, 0.347073, 0.198206, 0.342277, 0.02014, 0.408376, 0.932, 0.631, 0.0, 0.308, 0.025, 0.502, 0.295, 0.977
63_1.txt, neg, 0.48323, 0.591555, 0.057854, 0.023915, 0.083498, 0.0, 0.0, 0.963, 0.302, 0.195, 0.852, 0.786, 0.717
64_3.txt, neg, 0.598913, 0.481165, 0.060426, 0.032528, 0.409039, 0.845, 0.0, 0.486, 0.125, 0.033, 0.905, 0.714, 0.799
65_2.txt, neg, 0.363769, 0.147379, 0.740169, 0.046183, 0.038355, 0.284, 0.262, 0.0, 0.594, 0.603, 0.457, 0.399, 0.478
66_3.txt, neg, 0.088263, 0.389477, 0.142101, 0.166289, 0.235867, 0.746, 0.742, 0.0, 0.13, 0.087, 0.807, 0.764, 0.961
67_3.txt, neg, 0.983086, 0.506236, 0.502993, 0.036434, 0.056349, 0.0, 0.0, 0.728, 0.422, 0.06, 0.671, 0.474, 0.857
68_1.txt, neg, 0.157047, 0.633329, 0.227391, 0.027103, 0.324985, 0.586, 0.0, 0.51, 0.244, 0.196, 0.871, 0.809, 0.718
69_4.txt, neg, 0.798988, 0.218052, 0.225769, 0.032911, 0.091088, 0.623, 0.0, 0.679, 0.793, 0.207, 0.509, 0.228, 0.704
6_3.txt, neg, 0.885696, 0.303813, 0.237789, 0.027058, 0.056475, 0.07, 0.0, 0.666, 0.796, 0.35, 0.471, 0.374, 0.627
70_1.txt, neg, 0.979814, 0.517899, 0.492052, 0.038135, 0.044934, 0.041, 0.0, 0.507, 0.784, 0.17, 0.713, 0.206, 0.615
71_4.txt, neg, 0.982556, 0.504436, 0.464631, 0.047223, 0.046261, 0.385, 0.0, 0.641, 0.747, 0.281, 0.458, 0.241, 0.615
72_4.txt, neg, 0.925599, 0.098641, 0.280276, 0.049985, 0.031744, 0.261, 0.0, 0.772, 0.663, 0.11, 0.557, 0.324, 0.8
73_4.txt, neg, 0.833342, 0.371475, 0.196787, 0.049818, 0.027021, 0.284, 0.0, 0.508, 0.845, 0.485, 0.476, 0.14, 0.547
74_4.txt, neg, 0.724198, 0.469421, 0.029329, 0.026512, 0.406778, 0.304, 0.0, 0.848, 0.503, 0.192, 0.626, 0.516, 0.671
75_1.txt, neg, 0.740764, 0.90093, 0.385785, 0.028673, 0.076159, 0.083, 0.0, 0.662, 0.659, 0.307, 0.699, 0.425, 0.369
76_4.txt, neg, 0.176481, 0.945595, 0.534685, 0.014888, 0.068937, 0.0, 0.218, 0.0, 0.772, 0.467, 0.693, 0.295, 0.558
77_2.txt, neg, 0.9832, 0.497182, 0.788699, 0.036937, 0.183287, 0.066, 0.0, 0.567, 0.22, 0.078, 0.752, 0.594, 0.808
78_1.txt, neg, 0.27487, 0.377695, 0.21163, 0.025186, 0.574675, 0.628, 0.0, 0.0, 0.109, 0.121, 0.379, 0.866, 0.924
79_2.txt, neg, 0.713277, 0.13526, 0.106464, 0.042535, 0.261349, 0.219, 0.0, 0.665, 0.362, 0.056, 0.628, 0.48, 0.807
7_1.txt, neg, 0.693798, 0.209598, 0.232047, 0.023282, 0.173308, 0.379, 0.335, 0.0, 0.746, 0.13, 0.366, 0.135, 0.801
80_4.txt, neg, 0.274576, 0.16286, 0.306966, 0.072137, 0.52517, 0.367, 0.0, 0.0, 0.87, 0.173, 0.227, 0.231, 0.684
81_3.txt, neg, 0.513974, 0.040563, 0.153996, 0.152053, 0.112801, 0.043, 0.0, 0.142, 0.349, 0.301, 0.736, 0.605, 0.7
82_3.txt, neg, 0.492152, 0.613321, 0.227003, 0.022247, 0.403535, 0.664, 0.0, 0.628, 0.63, 0.031, 0.429, 0.263, 0.875
83_1.txt, neg, 0.250564, 0.43432, 0.355999, 0.031457, 0.049529, 0.598, 0.0, 0.857, 0.213, 0.04, 0.567, 0.538, 0.915
84_3.txt, neg, 0.976864, 0.503763, 0.485439, 0.013543, 0.326178, 0.806, 0.0, 0.182, 0.646, 0.055, 0.345, 0.15, 0.906
85_2.txt, neg, 0.825098, 0.192162, 0.67036, 0.024752, 0.214266, 0.457, 0.414, 0.0, 0.229, 0.075, 0.576, 0.497, 0.847
86_3.txt, neg, 0.493047, 0.377525, 0.145378, 0.056074, 0.201977, 0.0, 0.0, 0.0, 0.743, 0.68, 0.048, 0.081, 0.62
87_1.txt, neg, 0.816042, 0.30285, 0.552864, 0.021668, 0.067415, 0.413, 0.148, 0.0, 0.43, 0.318, 0.764, 0.569, 0.542
88_3.txt, neg, 0.837506, 0.17092, 0.786885, 0.026801, 0.271261, 0.0, 0.0, 0.125, 0.48, 0.077, 0.59, 0.377, 0.897
89_3.txt, neg, 0.832304, 0.323449, 0.299106, 0.017871, 0.21435, 0.372, 0.0, 0.599, 0.87, 0.435, 0.31, 0.193, 0.58
8_2.txt, neg, 0.633804, 0.067217, 0.215062, 0.07753, 0.427559, 0.782, 0.0, 0.518, 0.068, 0.019, 0.707, 0.814, 0.984
90_2.txt, neg, 0.290706, 0.799265, 0.82628, 0.019436, 0.15055, 0.685, 0.0, 0.891, 0.399, 0.037, 0.71, 0.492, 0.854
91_4.txt, neg, 0.935015, 0.093489, 0.709302, 0.031664, 0.15299, 0.31, 0.0, 0.822, 0.474, 0.258, 0.584, 0.553, 0.625
92_1.txt, neg, 0.478, 0.836704, 0.143751, 0.027632, 0.146922, 0.791, 0.0, 0.714, 0.19, 0.038, 0.494, 0.665, 0.885
93_1.txt, neg, 0.884895, 0.47811, 0.091019, 0.031446, 0.168126, 0.691, 0.0, 0.35, 0.37, 0.135, 0.33, 0.445, 0.886
94_2.txt, neg, 0.53684, 0.51145, 0.290796, 0.016528, 0.220365, 0.382, 0.0, 0.36, 0.891, 0.175, 0.532, 0.325, 0.721
95_3.txt, neg, 0.619773, 0.414346, 0.647516, 0.033383, 0.080317, 0.0, 0.0, 0.297, 0.505, 0.07, 0.642, 0.292, 0.855
96_1.txt, neg, 0.650762, 0.638874, 0.207537, 0.02245, 0.150289, 0.641, 0.0, 0.558, 0.778, 0.141, 0.625, 0.161, 0.743
97_1.txt, neg, 0.840633, 0.382628, 0.194241, 0.025234, 0.04817, 0.0, 0.0, 0.827, 0.526, 0.216, 0.536, 0.395, 0.764
98_1.txt, neg, 0.218362, 0.430754, 0.287157, 0.263672, 0.118122, 0.756, 0.604, 0.0, 0.349, 0.306, 0.643, 0.555, 0.594
99_3.txt, neg, 0.648661, 0.20819, 0.077344, 0.048658, 0.165429, 0.485, 0.906, 0.0, 0.472, 0.185, 0.639, 0.33, 0.828
9_4.txt, neg, 0.558438, 0.069721, 0.052503, 0.063575, 0.102571, 0.083, 0.0, 0.193, 0.587, 0.241, 0.514, 0.581, 0.697
0_10.txt, pos, 0.606005, 0.187632, 0.200887, 0.043826, 0.355571, 0.219, 0.668, 0.0, 0.143, 0.077, 0.645, 0.733, 0.946
100_10.txt, pos, 0.320974, 0.137796, 0.100695, 0.322924, 0.207987, 0.631, 0.0, 0.411, 0.32, 0.184, 0.548, 0.561, 0.839
10_7.txt, pos, 0.433027, 0.153663, 0.106091, 0.193076, 0.364611, 0.939, 0.0, 0.379, 0.193, 0.063, 0.501, 0.386, 0.951
11_8.txt, pos, 0.658962, 0.037184, 0.066487, 0.11398, 0.042067, 0.0, 0.0, 0.669, 0.245, 0.114, 0.629, 0.462, 0.909
12_9.txt, pos, 0.120322, 0.039294, 0.684453, 0.207469, 0.035008, 0.577, 0.512, 0.0, 0.611, 0.76, 0.654, 0.635, 0.287
13_9.txt, pos, 0.219486, 0.367498, 0.516419, 0.079854, 0.330784, 0.817, 0.853, 0.0, 0.413, 0.223, 0.254, 0.55, 0.909
14_8.txt, pos, 0.45843, 0.046527, 0.279883, 0.171942, 0.028731, 0.637, 0.708, 0.0, 0.788, 0.665, 0.302, 0.23, 0.617
15_10.txt, pos, 0.545627, 0.033008, 0.682212, 0.482777, 0.078343, 0.204, 0.0, 0.0, 0.316, 0.139, 0.517, 0.459, 0.847
16_8.txt, pos, 0.628271, 0.195523, 0.826678, 0.032631, 0.078137, 0.729, 0.0, 0.629, 0.616, 0.165, 0.253, 0.272, 0.899
17_8.txt, pos, 0.356673, 0.147241, 0.288148, 0.288276, 0.113198, 0.0, 0.0, 0.0, 0.766, 0.571, 0.601, 0.552, 0.401
18_8.txt, pos, 0.215847, 0.187215, 0.200776, 0.394447, 0.126807, 0.345, 0.794, 0.0, 0.79, 0.317, 0.541, 0.242, 0.607
19_10.txt, pos, 0.37183, 0.082834, 0.123228, 0.326084, 0.250078, 0.66, 0.915, 0.0, 0.568, 0.402, 0.562, 0.436, 0.789
1_10.txt, pos, 0.408401, 0.099629, 0.251361, 0.056266, 0.46849, 0.576, 0.687, 0.0, 0.034, 0.046, 0.551, 0.843, 0.986
20_9.txt, pos, 0.532401, 0.227807, 0.101203, 0.260901, 0.151544, 0.675, 0.0, 0.508, 0.54, 0.176, 0.558, 0.457, 0.75
21_9.txt, pos, 0.333234, 0.221398, 0.063289, 0.498536, 0.22496, 0.098, 0.895, 0.0, 0.73, 0.538, 0.591, 0.328, 0.604
22_8.txt, pos, 0.903224, 0.213849, 0.918452, 0.030303, 0.210839, 0.437, 0.298, 0.0, 0.923, 0.419, 0.479, 0.141, 0.532
23_10.txt, pos, 0.39458, 0.243842, 0.327677, 0.542298, 0.321986, 0.64, 0.0, 0.0, 0.645, 0.343, 0.589, 0.301, 0.541
24_10.txt, pos, 0.733185, 0.119913, 0.589723, 0.047217, 0.044365, 0.21, 0.0, 0.666, 0.576, 0.496, 0.69, 0.596, 0.253
25_10.txt, pos, 0.328463, 0.649136, 0.402494, 0.028813, 0.252672, 0.048, 0.0, 0.646, 0.56, 0.418, 0.602, 0.564, 0.553
26_10.txt, pos, 0.26072, 0.308244, 0.223749, 0.287386, 0.275942, 0.281, 0.0, 0.483, 0.447, 0.344, 0.582, 0.412, 0.687
27_9.txt, pos, 0.292745, 0.228372, 0.333626, 0.219269, 0.262578, 0.697, 0.0, 0.0, 0.201, 0.399, 0.912, 0.917, 0.444
28_9.txt, pos, 0.527146, 0.110662, 0.162513, 0.528202, 0.088328, 0.537, 0.648, 0.0, 0.297, 0.146, 0.769, 0.631, 0.826
29_10.txt, pos, 0.59526, 0.264236, 0.36539, 0.062196, 0.09927, 0.749, 0.0, 0.34, 0.611, 0.485, 0.675, 0.38, 0.136
2_7.txt, pos, 0.646718, 0.220207, 0.62117, 0.027984, 0.421223, 0.517, 0.858, 0.0, 0.19, 0.137, 0.74, 0.789, 0.798
30_9.txt, pos, 0.775533, 0.106792, 0.04955, 0.132378, 0.065555, 0.139, 0.0, 0.405, 0.663, 0.314, 0.715, 0.254, 0.434
31_10.txt, pos, 0.832751, 0.053028, 0.396873, 0.040161, 0.101813, 0.501, 0.0, 0.132, 0.514, 0.261, 0.532, 0.395, 0.696
32_10.txt, pos, 0.579153, 0.079917, 0.035977, 0.09634, 0.08826, 0.056, 0.0, 0.095, 0.881, 0.768, 0.653, 0.44, 0.088
33_7.txt, pos, 0.198791, 0.426917, 0.833707, 0.024029, 0.254409, 0.395, 0.0, 0.414, 0.509, 0.089, 0.627, 0.493, 0.781
34_8.txt, pos, 0.611016, 0.220695, 0.163848, 0.345215, 0.42664, 0.168, 0.393, 0.0, 0.614, 0.077, 0.38, 0.213, 0.771
35_9.txt, pos, 0.381153, 0.035236, 0.042286, 0.95506, 0.137089, 0.586, 0.869, 0.0, 0.328, 0.74, 0.923, 0.879, 0.107
36_8.txt, pos, 0.603114, 0.188168, 0.02842, 0.248613, 0.047123, 0.234, 0.0, 0.377, 0.834, 0.792, 0.478, 0.346, 0.161
37_9.txt, pos, 0.223025, 0.1403, 0.067897, 0.437482, 0.149621, 0.0, 0.697, 0.0, 0.459, 0.672, 0.835, 0.772, 0.276
38_8.txt, pos, 0.268993, 0.317253, 0.176913, 0.066997, 0.23722, 0.095, 0.0, 0.19, 0.972, 0.448, 0.3, 0.127, 0.496
39_9.txt, pos, 0.541193, 0.078297, 0.142461, 0.751425, 0.049666, 0.365, 0.705, 0.0, 0.549, 0.667, 0.662, 0.639, 0.484
3_7.txt, pos, 0.693092, 0.294429, 0.490555, 0.034107, 0.252558, 0.527, 0.0, 0.435, 0.201, 0.129, 0.551, 0.689, 0.829
40_8.txt, pos, 0.431848, 0.081311, 0.104678, 0.259509, 0.311586, 0.0, 0.0, 0.867, 0.591, 0.737, 0.587, 0.427, 0.173
41_9.txt, pos, 0.317589, 0.033415, 0.033032, 0.960247, 0.060106, 0.599, 0.0, 0.173, 0.393, 0.421, 0.762, 0.709, 0.556
42_10.txt, pos, 0.298297, 0.171815, 0.168062, 0.196199, 0.224802, 0.0, 0.0, 0.847, 0.332, 0.43, 0.811, 0.828, 0.221
43_10.txt, pos, 0.844923, 0.024951, 0.11724, 0.169616, 0.09617, 0.444, 0.636, 0.0, 0.249, 0.362, 0.858, 0.832, 0.289
44_8.txt, pos, 0.361288, 0.143026, 0.220133, 0.647212, 0.095592, 0.04, 0.0, 0.794, 0.761, 0.523, 0.553, 0.338, 0.228
45_9.txt, pos, 0.301267, 0.075268, 0.04786, 0.404663, 0.105258, 0.392, 0.0, 0.807, 0.52, 0.066, 0.821, 0.303, 0.765
46_10.txt, pos, 0.746864, 0.456652, 0.155556, 0.032316, 0.197366, 0.039, 0.0, 0.077, 0.091, 0.648, 0.92, 0.935, 0.27
47_10.txt, pos, 0.10106, 0.109649, 0.090099, 0.638136, 0.295302, 0.459, 0.46, 0.0, 0.104, 0.259, 0.745, 0.802, 0.887
48_9.txt, pos, 0.278638, 0.03718, 0.077371, 0.516119, 0.184309, 0.624, 0.0, 0.293, 0.064, 0.336, 0.616, 0.913, 0.9
49_10.txt, pos, 0.307943, 0.121416, 0.049339, 0.525702, 0.070664, 0.617, 0.946, 0.0, 0.456, 0.57, 0.655, 0.502, 0.703
4_10.txt, pos, 0.309339, 0.254508, 0.520615, 0.111393, 0.321774, 0.381, 0.898, 0.0, 0.233, 0.019, 0.614, 0.683, 0.964
50_10.txt, pos, 0.19951, 0.180115, 0.371438, 0.200435, 0.103179, 0.0, 0.919, 0.0, 0.558, 0.325, 0.864, 0.648, 0.603
51_10.txt, pos, 0.147967, 0.026051, 0.307313, 0.856194, 0.178582, 0.192, 0.0, 0.195, 0.42, 0.469, 0.611, 0.508, 0.531
52_10.txt, pos, 0.530604, 0.130613, 0.235546, 0.032343, 0.447329, 0.369, 0.757, 0.0, 0.222, 0.085, 0.76, 0.704, 0.902
53_7.txt, pos, 0.671655, 0.077389, 0.045766, 0.048315, 0.081759, 0.485, 0.0, 0.014, 0.068, 0.121, 0.89, 0.931, 0.829
54_10.txt, pos, 0.09999, 0.561355, 0.323346, 0.166963, 0.248549, 0.422, 0.694, 0.0, 0.457, 0.138, 0.596, 0.637, 0.751
55_10.txt, pos, 0.36678, 0.053553, 0.073149, 0.415217, 0.187277, 0.696, 0.0, 0.691, 0.146, 0.064, 0.882, 0.858, 0.826
56_10.txt, pos, 0.143093, 0.207876, 0.50876, 0.047439, 0.296692, 0.622, 0.0, 0.363, 0.65, 0.638, 0.558, 0.489, 0.434
57_10.txt, pos, 0.31803, 0.130009, 0.165971, 0.44301, 0.179861, 0.064, 0.0, 0.267, 0.443, 0.341, 0.638, 0.781, 0.738
58_8.txt, pos, 0.097107, 0.036512, 0.03673, 0.955232, 0.079157, 0.732, 0.0, 0.232, 0.803, 0.86, 0.656, 0.507, 0.105
59_10.txt, pos, 0.121171, 0.193976, 0.180602, 0.331691, 0.357112, 0.146, 0.0, 0.0, 0.851, 0.552, 0.474, 0.354, 0.55
5_7.txt, pos, 0.532964, 0.109557, 0.206581, 0.363967, 0.192749, 0.958, 0.0, 0.031, 0.452, 0.031, 0.267, 0.216, 0.965
60_8.txt, pos, 0.466176, 0.032852, 0.050152, 0.921178, 0.07759, 0.752, 0.0, 0.429, 0.585, 0.255, 0.579, 0.453, 0.611
61_9.txt, pos, 0.539202, 0.138297, 0.053911, 0.482282, 0.050045, 0.043, 0.654, 0.0, 0.715, 0.775, 0.728, 0.524, 0.135
62_8.txt, pos, 0.763668, 0.076223, 0.067399, 0.03291, 0.200319, 0.075, 0.0, 0.67, 0.581, 0.301, 0.672, 0.44, 0.641
63_10.txt, pos, 0.570796, 0.242425, 0.081058, 0.033359, 0.230467, 0.682, 0.0, 0.824, 0.621, 0.097, 0.489, 0.3, 0.844
64_10.txt, pos, 0.260111, 0.154515, 0.061579, 0.499425, 0.161883, 0.225, 0.676, 0.0, 0.679, 0.784, 0.632, 0.57, 0.287
65_7.txt, pos, 0.128341, 0.218311, 0.22006, 0.044614, 0.276773, 0.09, 0.0, 0.407, 0.39, 0.085, 0.549, 0.317, 0.912
66_10.txt, pos, 0.439884, 0.246271, 0.081144, 0.295978, 0.361763, 0.293, 0.0, 0.754, 0.365, 0.326, 0.491, 0.755, 0.811
67_10.txt, pos, 0.190978, 0.072298, 0.102012, 0.21144, 0.381237, 0.219, 0.0, 0.05, 0.6, 0.188, 0.534, 0.23, 0.753
68_9.txt, pos, 0.069888, 0.01693, 0.39242, 0.63314, 0.237077, 0.265, 0.92, 0.0, 0.396, 0.616, 0.871, 0.83, 0.62
69_10.txt, pos, 0.128817, 0.248311, 0.09399, 0.648091, 0.224642, 0.877, 0.0, 0.94, 0.083, 0.095, 0.669, 0.836, 0.95
6_7.txt, pos, 0.392851, 0.049772, 0.109312, 0.32404, 0.319181, 0.417, 0.623, 0.0, 0.534, 0.283, 0.647, 0.552, 0.691
70_8.txt, pos, 0.520125, 0.027114, 0.166054, 0.625221, 0.106783, 0.073, 0.064, 0.0, 0.76, 0.634, 0.388, 0.356, 0.513
71_9.txt, pos, 0.068617, 0.018179, 0.054777, 0.96602, 0.184384, 0.0, 0.817, 0.0, 0.308, 0.941, 0.866, 0.909, 0.53
72_8.txt, pos, 0.548741, 0.027511, 0.272702, 0.468629, 0.068645, 0.112, 0.0, 0.068, 0.313, 0.225, 0.715, 0.624, 0.629
73_10.txt, pos, 0.21573, 0.283376, 0.132879, 0.35669, 0.255483, 0.142, 0.0, 0.26, 0.369, 0.163, 0.891, 0.839, 0.789
